signal1,signal2,signal3
0.024835707650561634,0.27881201589886484,0.13436946043721823
-0.0019132983914759002,0.27732194461081977,0.15462113720101023
0.042383760251701166,0.21018844184869612,0.14159074478546355
0.09114924292164911,0.2834293428459049,0.1785058099378816
0.008286998357150285,0.3365238617740865,0.2343300230420929
0.013282736787880138,0.23610466280320683,0.13736592222969757
0.10894264401509188,0.3521595714464426,0.22736640777831818
0.07334316012641182,0.32402866310846246,0.13960923461262834
0.01648362768783875,0.2628180568197984,0.13763872781045683
0.07206727677830377,0.2923283650190705,0.22223656579734608
0.026745823682790965,0.3791813904580355,0.22864960695248504
0.03160266274007457,0.3357884800014723,0.22632816445498286
0.07195421722276141,0.2993814049377516,0.11913133207069701
-0.030846940923042465,0.2868745411023861,0.16274558195232763
-0.0164743343035334,0.30239100611374525,0.22827262991084327
0.04660468977475099,0.27275959092743407,0.19023825986296916
0.02901754729040181,0.19288289079100734,0.13547215758003459
0.10030354116326172,0.3999872510178145,0.2130257694193373
0.04411358293685155,0.30538799888534923,0.15527980816736495
0.023814262421485724,0.317257922209659,0.2816137334577813
0.17261710384360832,0.2941694113699457,0.26995371020435155
0.09294113489872301,0.26000864262211404,0.22369729514113723
0.11249122177483087,0.2871534010051845,0.2622800108226976
0.04275135245692138,0.21615050336487396,0.19816279399362188
0.09163217698730819,0.4096306729666377,0.23384479520581405
0.12924810911275478,0.23369236175036023,0.27006462616973487
0.07099059707496241,0.24344678566561487,0.20901509705197097
0.15215061926169918,0.2726448206742881,0.18449809023749014
0.10814588978611664,0.3586598099995535,0.11249925466148816
0.12839142506275394,0.29456529809710535,0.19400209154624928
0.11767477271919996,0.23160248461572133,0.23971375743563328
0.24514322744716865,0.35568124174264304,0.24616342871409155
0.1566084190711622,0.3290550491383374,0.22439442219344852
0.10913596774963918,0.3189531270668263,0.17236081193349795
0.20787079167556669,0.3273301431923355,0.10078941605213011
0.11040672122917458,0.41075929252091314,0.175029551398095
0.18658029638778278,0.39977944764114864,0.18468792256839825
0.08282420978849224,0.25565820548441814,0.1843285997653255
0.11905093226156983,0.3706432823737442,0.23092775443526317
0.19993726935503692,0.30804831937504523,0.2992636464566611
0.23163250015409578,0.31327142230011873,0.2060911807003557
0.20787307805171,0.20311568405994002,0.1889680458841069
0.19809781241037308,0.2786084328470851,0.18668850422532188
0.19338021643514094,0.24587096787316973,0.20566887243792714
0.13904363301462846,0.32728547537027064,0.1577901099658874
0.18149055663587968,0.3387929386943562,0.20492506957221873
0.19894211493477054,0.18085699852231257,0.2211213470354137
0.27929925400047995,0.2828080308442792,0.20868594215491276
0.24807050224916455,0.33931739573344716,0.22065504990117935
0.14716093631744234,0.2731910408922683,0.21899714868801826
0.25591696777184125,0.3182649961043319,0.10820235526246522
0.22483450942063796,0.2986431033593478,0.22808383991137604
0.21459396890657043,0.2974270845989763,0.16208857907848626
0.2833504850444669,0.26602383031779653,0.14020233455945497
0.30861797195135415,0.2179923454008516,0.13908279977171326
0.30790762042113956,0.22196302243070404,0.2152498522496075
0.22363222279930978,0.31271167583771026,0.181667852869247
0.25435540557442393,0.27740789830089374,0.1078786091142554
0.29057513996611506,0.26868676344561276,0.21501619413020295
0.3269577678125099,0.253581758759618,0.11822815197570932
0.25836252480525324,0.2586672398196549,0.19625108546339343
0.27715078121704984,0.3254092706834417,0.20019384013745659
0.2352008315683512,0.2554250956652441,0.23151426454801347
0.23476204776710127,0.20424434576994954,0.27524403921860036
0.33922401180090594,0.3075771583612109,0.11680848786260659
0.37040520429656093,0.2592344752603325,0.18125948187906296
0.30295791990770027,0.27011863621637694,0.1688659075160342
0.3606696384128811,0.34798513390631153,0.20312855132174917
0.33247831326161603,0.2656224537142412,0.1909420768512064
0.28601260338072776,0.2801408624128881,0.16120836251493892
0.3401786238942663,0.20575368301812016,0.15542736429613233
0.4028187138340668,0.25272159355151336,0.12024679948449576
0.327901034030239,0.29317365552003705,0.2240196750218288
0.41166700029254927,0.183908081540342,0.19610476839190755
0.20615670060958535,0.27068561575170036,0.2175119758167186
0.38191450523042825,0.26463673611912264,0.15454415113991474
0.34881307596718425,0.2606026564472209,0.13562431289260762
0.333117251790385,0.30932466145755705,0.1129145572007938
0.35622774842698024,0.2731044593062719,0.1831028778081546
0.2557981904787593,0.3291893828280222,0.11145686585563738
0.3476944510578858,0.20449705752432304,0.2541324342122456
0.3799992157606586,0.25985105245949164,0.09453352373510679
0.43946761710052384,0.25614405457687206,0.17177905042902603
0.343052174641299,0.19731153766377865,0.2345836005646697
0.3318968798407703,0.29743027166157837,0.18430502036721563
0.35055235039091953,0.3646782149445179,0.16120915701002947
0.4246913873327422,0.24641110028932797,0.10204193293073935
0.3986020239957368,0.2713171970295265,0.07938444550267905
0.35888142926113276,0.24908474781716866,0.18494879425192953
0.41419924541907976,0.20796027390822247,0.21969408492261788
0.3965173322811437,0.1513702386035447,0.12035217103426037
0.4431841193716197,0.20587644547307116,0.08321752715107517
0.36269815532431543,0.17031225067183797,0.015106525183936348
0.3844268631120002,0.32384856816365126,0.08679009591574124
0.38417364254594927,0.231609580623804,0.12792827655834618
0.33353200498808094,0.21877906908617006,0.211319999371529
0.424401798003728,0.2792311293669747,0.16274368427852248
0.4254956202782196,0.17737278172235174,0.14203538820905035
0.41550435807810826,0.1937925941926853,0.10444072799880447
0.4062836326315029,0.2342034941755487,0.09292601830622763
0.3499669553014275,0.28089110575652054,0.1899768086961895
0.4023836561707397,0.25317844078177126,0.12731454976894896
0.40891828514834305,0.23914080141751143,0.009704395074863356
0.38853563113322076,0.2292496773645971,0.0786884169537155
0.42313782803836875,0.2439637878895619,0.06696028569684398
0.4539141556377354,0.23263187127716115,0.0800388542322757
0.5304870362330197,0.1696369383217802,0.1329544013517095
0.44732914277893276,0.22201500358440768,0.09686985634083205
0.45385642297861195,0.1645913342018634,0.09580905813218461
0.4395911614364353,0.22088392346887614,0.16271379324694935
0.3496651192657656,0.19134080380887092,0.05958305376864211
0.446523649067563,0.3408751333381233,0.1849608166535478
0.4530617315853039,0.21043370297333314,0.05550954933981993
0.5753682003136773,0.1407284048595952,0.09083888580497436
0.44469869981888555,0.20273299761401442,0.06960340836499346
0.47145933724694117,0.2339013077884477,0.08710033301658857
0.4566659659006213,0.2900827414793211,0.10040655553334689
0.4019413969870912,0.17541298356853632,0.0970987077370405
0.5194441469297613,0.12422522490448695,0.034964102909804666
0.5017811352589221,0.24263953027354432,0.013670920089931135
0.5055711403357656,0.13120891245740984,0.19215621957646656
0.42233862803695604,0.1768624320639398,0.03996431493591167
0.5396893937063387,0.18421080145043373,0.09627561921030392
0.40115184782623475,0.1920221171876216,-0.021929398504406547
0.502234854414783,0.22836439718640153,0.04159654916808352
0.5840150909682921,0.15811734333467814,0.04632922947356202
0.4265183545387235,0.176996055341633,0.07343011083102215
0.44923554131220755,0.18834311739824794,-0.0892443934483731
0.48399049839899455,0.19490138628011286,0.05226375309893992
0.4552437493972264,0.19066851688259379,-0.0164618315566809
0.40424592115528984,0.20592401360777243,0.054301815031951604
0.4865206245466684,0.2246532450024986,-0.01668121096767433
0.4312423643728274,0.2004215794110294,-0.010596071802787918
0.5092538104922814,0.20178889524437632,0.01553225666466173
0.44077105913596953,0.09830942983652836,-0.02637383505012292
0.5653583991642065,0.17823424866375145,-0.0005109871439557302
0.4497696366008463,0.1979919062520006,-0.039385191163845396
0.4738509548890233,0.20874872695179947,-0.0743616269749211
0.5316026260546634,0.1359608241357247,0.06520415484963672
0.43030719158394054,0.13589473642146993,-0.05348994465252138
0.5040978617244366,0.13840173026568525,-0.0006179118937410799
0.5589071882210466,0.19217933469039306,0.04296245796460433
